Store,Today,Star Reviews,Date,Text,Address
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,4 個月前,採買東西到的好地方,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,4 個月前,全聯的生鮮真的越來越好!,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,4 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,2 ,4 個月前,服務態度不佳,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,4 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,4 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,5 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,5 個月前,走道小，有點擁擠,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,5 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,5 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,5 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,5 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,5 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,5 個月前,貨品充足，但賣場空間好比一般小雜貨店，不適宜臨場選購商品，建議想定商品再入內採購。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,2 ,5 個月前,服務人員很好，但是信用卡業務非常纏人，非常影響購物經驗，因此短期內無法再去門市購物，感到很可惜。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,6 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,6 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,6 個月前,地方小……但種類很多,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,6 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,7 個月前,"裡面東西少
空間小",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,7 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,7 個月前,店雖不大，服務人員態度頗佳。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,2 ,7 個月前,結帳時有店員態度很差,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,7 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,7 個月前,"(由 Google 提供翻譯) 小而美

(原始評論)
小而美",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,8 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,8 個月前,很方便，但是店比較小，種類比較少，也比較容易缺貨,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,8 個月前,分類清楚很容易好購買,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,8 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,8 個月前,空間寬敞，物品齊全，服務態度不錯,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,8 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,8 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,8 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,9 個月前,從泉源路下來買東西，然後繞珠海路的巷子回去，只要知道路徑，這樣走相當順，也使來這店更加便利,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,9 個月前,採購家中日常用品好地方,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,2 ,10 個月前,"工讀生妹妹可能時薪太低
臉色跟後母一個樣
全聯加薪啊啊啊啊",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,10 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,10 個月前,悠閒不錯的地方～1-2樓空間大～～,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,10 個月前,狹小產品少,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,11 個月前,空間好小,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,11 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,1 ,11 個月前,店長很囂張,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,11 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,11 個月前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,11 個月前,"這間東西比較少,人員訓練的也很普通，應對作業有點卡卡的。",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,店員很=古錐=,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,店面不大，若不想太多的選擇困擾，還算是小而美,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,逛逛買到自己要吃素的物品跟日常用品。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,買水,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,2 ,1 年前,擁擠,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,空間太小動線不佳商品有限,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,店面比較擁擠些,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,方便的好鄰居，有全聯真的很方便,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,方便，麵包類不錯，服務也ok,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,東西齊全,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,裡面有點擠,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,品項齊全，空間寬敞,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,還不錯，也方便。不過這家分店好像不賣我很喜歡吃的那種布丁（非4入那種，單個，好像是$35）。倒數3或4次都沒找到，還以為這商品沒出了，沒想到在大安區民榮店發現，還有不少個，去了2次都有買到，對了，北投捷運分店也沒有。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,"汽機車停車有時需找一下位置，
比其他的全聯商品略少。",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,2 ,1 年前,"奇怪耶！不會主動給印花，詢問也沒有個理由或道歉！繼續問說：「前一個客人也沒有給，是自己集嗎？」居然敷衍說好啦！就給你。好像是欠他的。不然就是被店員問：印花不需要嗎？
這個可以反映給總公司或有客服嗎？",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,1 ,1 年前,服務態度相當差,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,"寸土寸金 地方不大 衛生紙區狹小 行走拿商品有些困難
不過也沒辦法",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,1 ,1 年前,要什麼沒什麼，常常補貨慢，店員只有一個比較禮貌、結帳快、態度好，其他都散散的，上班當在玩，動作又慢。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,擺設有點雜亂,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,很小一間，走道也堆滿商品，有點阿雜,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,1 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,麻雀雖小，該有的商品也都有。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,全聯福利中心中和店，位於北投中和路，不是在新北市中和區呃。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,在泡腳池對面，非常小的全聯，貨品不算齊全。對遠道而來的遊客，可以獲得雜貨的補給，也可以在回家之前完成三餐料理的採購。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,對行動不方便的人不太適合,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,2 ,1 年前,價格常標錯，人少也不足，總公司好像也不開館,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,比一般的全聯，腹地小了一點，東西到還齊全。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,不錯，方便,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,"(由 Google 提供翻譯) 好

(原始評論)
ok",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,全聯福利中心  購物買菜  舒心  愉快  服務態度優,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,行架之間有點擠迫，東西種類很多,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,"(由 Google 提供翻譯) 便利

(原始評論)
便利",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,購物方便,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,小而擠的店！較早開店！,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,"(由 Google 提供翻譯) 貨品齊全，空間擺設好，服務態度好有效率 讚 !

(原始評論)
货品齊全，空間擺設好，服務態度好有效率  讚 !",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,地方小，產品不齊全，建議去北投店。,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,3 ,1 年前,"(由 Google 提供翻譯) 好。空間有限，因此產品有限。所有台灣風味雜貨的基礎知識。產品通常是新鮮的，但仔細挑選並避免過季的食物。對於國外產品，最好尋求其他地方。

(原始評論)
ok. Limited space, so offerings are limited. All the basics for a Taiwan style grocery. Produce is generally fresh,  but pick over carefully and avoid out of season foods. For foreign products, best seek elsewhere.",11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,4 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
全聯福利中心Pxmart 北投中和,2021-01-26,5 ,1 年前,,11252台北市北投區中和街49號1號樓、B1
