Store,Today,Star Reviews,Date,Text,Address
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,10 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,10 個月前,沒地方停車，所以只有周邊住戶才會覺得方便。,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,2 ,10 個月前,很多牌價都沒即時更新，蠻多商品特價過期也沒拿掉，結完帳跟預期的兩倍價,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,10 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,10 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,10 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,10 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,10 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,10 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,10 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,11 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,11 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,11 個月前,水果種類多，台灣之星的訊號不好，結帳時app開不太起來，有點尷尬。,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,11 個月前,一般的全聯,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,11 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,11 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,11 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,11 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,11 個月前,地下訊號不良，物美價廉,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,11 個月前,停車方便適合小量採買！,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,11 個月前,東西齊全好逛~,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,11 個月前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,服務親切迅速,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,2 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,算是中型店面，一層樓面，擺設不算擁擠，可惜在地下室，上下不方便，尤其購物完畢，提重物上樓更辛苦。有平面停車場，距離很近，半小時10元，購物300元可免費停車1小時。,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,有電梯可以到達，東西都很新鮮，常常有小包裝適合小家庭的菜或是辛香料，一樣的食材在關渡店買就是比較好吃，冷凍午仔魚在竹圍店就買不到，小塊包裝的薑也只有關渡店找得到，停車位又多,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,賣場在地下室，但空間很寬闊。,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,日常用品購買的好地方,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,價格合理，可刷中信卡，遊遊卡消費，提供私人廁所，付費停車格,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,購物方便!,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,服務親切,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,結帳動線有點亂,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,當時的店員很親切,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,賣場空間較小，服務人員較少，結帳等候較久,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,2 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,1 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,1 ,1 年前,一共三個櫃台基本當裝飾，時常排隊結帳客人超過五位依舊只開一櫃。目測也不是店內沒有其他工作人員，請消費者愛惜自己的時間。,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,適合無法上市場的主婦買菜,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,好狹窄的空間,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,不錯 補貨的好地方,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,2 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,"(由 Google 提供翻譯) 好價錢。不是那麼寬敞但貨物種類齊全

(原始評論)
Good prices. Not so spacious but good range of goods",11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,1 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,1 ,1 年前,為什麼台灣之星都沒訊號，害我pxpay不能用,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,👍🏻,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,2 ,1 年前,來過最吵的全聯 音響喇叭破音播個不停 推車每台推起來像練重訓,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,一般的大賣場，東西擺放有點亂,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,動線不佳,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,店面偏小 商品種類不多,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,店員顏值高 服務態度好,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,1 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,2 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,5 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,4 ,1 年前,,11257台北市北投區中央北路四段532號
全聯福利中心Pxmart 關渡藝大,2021-01-26,3 ,1 年前,"結帳快 ，服務親切 ，但不足的是： 貨架上經常唱空城 、買不到比不買還難過 ,但這好像是全聯的通病。",11257台北市北投區中央北路四段532號
