Store,Today,Star Reviews,Date,Text,Address
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,2 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,2 個月前,機車停車方便  購物空間足夠  優,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,2 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,2 個月前,全聯做生意越來越不老實，已經不是第一次發生了，當下結帳時根本沒人完全不忙，現在用expay都沒有明細，無法現場對帳（手機app明細不會馬上產出)，只要一不注意機器金額，刷條碼一下就過了，回來想到看明細根本沒打折，難道現在買東西都要一筆一筆對嗎？可惡。,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,2 個月前,已經很多次了，女店員結帳問是否要印發票，回答不要印卻給我印出來；而且是立刻回答還給我印出來，也許貴公司感覺這只是小事，但是對多次遇到的人感覺真的很差，莫非問是否印發票就跟說歡迎光臨一樣只是業務話術用語？,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,2 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,2 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,3 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,3 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,3 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,3 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,3 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,3 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,3 個月前,給社區帶來方便的好鄰居！,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,3 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,2 ,4 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,4 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,4 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,4 個月前,物品眾多服務好,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,4 個月前,"店員非常貼心，自己空櫃了還會提醒民眾可到她那邊結帳會比較快，直接滿分💯
這是一家蠻大間的全聯，有二層樓，內有樓梯和電梯，商品款式多樣且齊全，麵包櫃位也很乾淨明亮，旁邊還有自動廣播設備告訴顧客現在有什麼優惠活動，順帶一提近期全聯甜點推出的芋頭系列中的芋頭菠蘿泡芙很好吃，推一個～",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,4 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,4 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,4 個月前,服務態度待加強,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,4 個月前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,5 個月前,"櫃台服務雖只有一條線，但這名女性服務人員很棒。（8月23日14：50）
適時的提醒和細心，棒！",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,5 個月前,跟店員說分開結帳他說不行,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,5 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,5 個月前,😊👍,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,5 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,5 個月前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,5 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,5 個月前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,5 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,6 個月前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,6 個月前,"這家分店是否沒有對員工教育訓練？
某次結帳時，男店員連問都不問直接點列印發票，問他怎麼不問客戶，他卻回答系統預設直接列印發票，態度不理不睬。明明操作畫面就有發票存卡或是列印 兩種選項，卻睜眼說瞎話。

這次提前告知女店員，結帳時卻還是直接點列印發票，雖有道歉，但觀感不好。",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,6 個月前,算比較小型的全聯，該有的都有，但冷藏冷飲部分選擇不多，比較惋惜，若生活上臨時所需，非常夠用,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,2 ,6 個月前,都不支援收銀,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,6 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,7 個月前,"店員素質令人疑惑
問都不問就直接把發票印出來
然後一句沒有誠意的對不起
全聯公司還好意思要推行自家的電子支付",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,7 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,7 個月前,貨品很多，價格也實惠。,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,7 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,7 個月前,區間購物店,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,7 個月前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,7 個月前,店員服務態度差,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,7 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,7 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,7 個月前,全聯物品物美價廉，有需要採購時首選之地！,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,8 個月前,住這附近偶爾用的上，挺方便的。,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,8 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,8 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,2 ,9 個月前,"體驗感受：
不知道為什麼~
全聯10有8項商品都比其它銷售管道貴很多？
Ex: 屈臣氏. 康是美. Tomod’s & 家樂福賣場

較貴商品超額 單項物品從NT$數元至20元不等
#很誇張而且服務態度不好 問答應對進退也差勁

發現收銀員會懶得協助顧客將商品移至取貨邊台例：x6瓶裝飲料 或其它較重商品 這蠻糟糕的@@ 由細節反應出服務態度 督導訓練真的需要加強！

貼心提醒：
店內會以貼以「黃底顯眼促銷價」的方式吸引不知情的消費者… 但大部分商品皆比家樂福還貴!? …",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,9 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,10 個月前,價格實惠,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,10 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,10 個月前,全台發展最快的超商賣場，而且還有成立急難救助基金會來幫助需要即時援助的人,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,10 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,10 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,10 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,11 個月前,"(由 Google 提供翻譯) 好

(原始評論)
OK",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,11 個月前,還不錯,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,11 個月前,可惜沒有現烤麵包區,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,11 個月前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,不錯,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,社區超市，購物的好鄰居,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,2 ,1 年前,"(由 Google 提供翻譯) 排列凌亂，走道窄小。

(原始評論)
排列凌乱，走道窄小。",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,"(由 Google 提供翻譯) 我經常去我家後面的床墊。沒什麼特別的。但是今天我有18天的台灣啤酒，所以我寫了一篇評論。我以為只在商店裡賣。我擔心我會從同事那裡購買所有東西。我會賣一些日本的蘋果，水果和食物。請檢查原產國。

(原始評論)
집 뒤에 있는 마트라서 자주 갑니다. 뭐 별달리 특별한 점은 없어요. 근데 오늘 타이완 맥주 18days가 있길래 리뷰를 적어봅니다. 저건 영업점에서만 파는줄 알았는데 파네요. 이게 맛있다고 하는 직장동료의 말에 다 사버릴까 고민했네요. ㅋ 일본산 사과와 과일, 식품을 좀 팝니다. 원산지 확인을 꼭 하세요.",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,很不錯的服務,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,我是員工,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,2 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,這家稍微小了點,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,買東西還算方便,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,1 ,1 年前,"不知道店員是不會操作還是故意的？
結帳前都說要把發票存載具，結果還是印出來！",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,有電梯！,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,"(由 Google 提供翻譯) 方便

(原始評論)
方便",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,店員親切，主動詢問付款相關事項,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,"(由 Google 提供翻譯) ok啊

(原始評論)
ok啊",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,還不錯,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,鑿進,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,店面很大，有兩層樓,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,1到2樓有電梯，有考慮到推車跟老人的需求,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,商品種類多,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,任何食材通通有， 吃的用的 應有盡有， 真讓人 成為愛買的一 族,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,"(由 Google 提供翻譯) 好逛

(原始評論)
好逛",11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,5 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,4 ,1 年前,物品很齊全，想買的都可一次買齊,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,,11465台北市內湖區民權東路六段90巷18號號1樓
全聯福利中心Pxmart 南港中研,2021-01-26,3 ,1 年前,"算是小型的超市， 不大。
一樓大多生鮮。
麵食乾貨，要到二樓。",11465台北市內湖區民權東路六段90巷18號號1樓
